year,city,regionid,province,provincecode,envirct04,envirct06,envirct09,eect01,eect02,eect04,fict03,gdpct01,gdpct02,gdpct03,gdpct04,gdp_percapita,eicct01,averagetemperature,averagerelativehumidity,precipitation,sunshinehours,ccnl2s,e2s,egdp2s,hdmsp2s,hviirs2s,panda2s,viirs2s,vl2s,e2m,egdp2m,ccnl2m,hdmsp2m,hviirs2m,panda2m,viirs2m,vl2m,citycode_x,ratio,ratioW,citycode_y,intensity,intensityW,RegionCode,年份,省份,城市,省份代码,城市代码,所属地域,胡焕庸线,地区生产总值(万元),第一产业增加值(万元),第二产业增加值(万元),第三产业增加值(万元),第一产业增加值占GDP比重(%),第二产业增加值占GDP比重(%),第三产业增加值占GDP比重(%),人均地区生产总值(元),户籍人口(万人),城镇户籍人口(万人),非农业人口数(万人),年平均人口(万人),年末总户数(万户),出生人口(人),死亡人口(人),自然增长率(‰),常住人口(万人),城镇常住人口(万人),常住人口城镇化率(%),城镇非私营单位从业人员数(万人),城镇私营和个体从业人员数(人),年末城镇登记失业人员数(人),第一产业从业人员数(万人),第二产业从业人员数(万人),第三产业从业人员数(万人),第一产业从业人员比重(%),第二产业从业人员比重(%),第三产业从业人员比重(%),农林牧渔业从业人员数(万人),采掘业从业人员数(万人),制造业从业人员数(万人),电力煤气及水生产供应业从业人员数(万人),建筑业从业人员数(万人),交通仓储邮电业从业人员数(万人),信息传输、计算机服务和软件业从业人员数(万人),批发零售贸易业从业人员数(万人),住宿餐饮业从业人员数(万人),金融业从业人员数(万人),房地产业从业人员数(万人),租赁和商业服务业从业人员数(万人),科研、技术服务和地质勘查业从业人员数(万人),水利、环境和公共设施管理业从业人员数(万人),居民服务和其他服务业从业人员数(万人),教育业从业人员数(万人),卫生、社会保险和社会福利业从业人员数(万人),文化、体育和娱乐业从业人员数(万人),公共管理和社会组织从业人员数(万人),地质勘察水利管理业从业人数(万人),交通仓储邮电通信业从业人员数(万人),批发零售贸易餐饮业从业人员数(万人),社会服务业从业人员数(万人),卫生体育社会福利业从业人员数(万人),教育文艺广播影视业从业人员数(万人),科研综合技术服务业从业人员数(万人),机关和社会团体从业人员数(万人),城镇非私营单位在岗职工平均人数(万人),城镇非私营单位在岗职工工资总额(万元),城镇非私营单位在岗职工平均工资(元),行政区域土地面积(平方公里),年末耕地总资源(千公顷),人均占有耕地面积(亩),人口密度(人／平方公里),水资源总量(万立方米),用水总量(亿立方米),地区生产总值增长率(%),规模以上服务业营业收入(万元),规模以上服务业营业收入增速(%),粮食产量(万吨),油料产量(万吨),棉花产量(万吨),蔬菜产量(吨),水果产量(吨),肉类产量(吨),奶类产量(吨),水产品产量(吨),禽蛋产量(吨),规模以上工业企业数(个),内资企业数(个),港、澳、台商投资企业数(个),外商投资企业数(个),规模以上工业总产值(当年价)(万元),内资企业工业总产值(万元),港、澳、台商投资企业工业总产值(万元),外商投资企业工业总产值(万元),从业人员年平均人数(万人),规模以上工业企业产品销售收入(万元),规模以上工业企业利税总额(万元),本年应交增值税(万元),规模以上工业企业利润总额(万元),流动资产年平均余额(万元),固定资产净值年平均余额(万元),规模以上工业企业资产总计(万元),规模以上工业企业流动资产合计(万元),规模以上工业企业固定资产合计(万元),规模以上工业企业主营业务税金及附加(万元),规模以上工业营业收入(万元),规模以上工业营业收入增速(%),固定资产投资总额(万元),房地产开发投资完成额(万元),住宅开发投资完成额(万元),社会消费品零售总额(万元),限额以上单位商品零售额(万元),限额以上批发零售业商品销售总额(万元),限额以上批发零售业法人企业数(个),当年新签项目(合同)个数(个),当年合同外资金额(万美元),当年实际使用外资金额(万美元),货物进口额(万元),货物出口额(万元),地方财政一般预算内收入(万元),工商税收(万元),地方财政一般预算内支出(万元),科学支出(万元),教育支出(万元),年末金融机构各项贷款余额(万元),年末金融机构存款余额(万元),城乡居民储蓄年末余额(万元),普通高等学校学校数(所),普通中学学校数(所),小学学校数(所),中等职业教育学校数(所),普通高等学校专任教师数(人),普通中学专任教师数(人),小学专任教师数(人),中等职业教育学校专任教师数(人),普通高等学校在校学生数(人),普通中学在校学生数(万人),小学在校学生数(万人),高中阶段在校学生数(人),初中阶段学生数(万人),普通高中学生数(万人),学前教育学生数(人),中等职业教育学校在校学生数(人),成人高等学校在校学生数(人),每万人在校大学生数(人),每万人在校中等职业学生数(人),R&D人员(人),R&D内部经费支出(万元),专利申请数(件),专利授权数(件),发明专利授权数(件),高新技术企业数(国家级)(个),技术合同成交额(万元),公共图书馆(个),剧场、影剧院数(个),公共图书馆图书总藏量(千册、件),每百人公共图书馆藏书(册、件),博物馆数(个),体育场馆数(个),卫生机构数(个),医院、卫生院数(个),医院、卫生院床位数(张),执业(助理)医师数(人),客运总量(万人),铁路旅客运量(万人),公路客运量(万人),水运客运量(万人),民用航空客运量(人),城市公共交通客运总量(万人次),客运量(公路+水路)(万人次),货运总量(万吨),铁路货物运量(万吨),公路货运量(万吨),水运货运量(万吨),民用航空货邮运量(吨),货运量(公路+水路)(万吨),年末邮政局(所)数(处),邮政业务收入(万元),电信业务收入(万元),本地电话年末用户数(万户),移动电话年末用户数(万户),国际互联网用户数(户),全年用电量(万千瓦时),工业用电(万千瓦时),城乡居民生活用电量(万千瓦时),城镇居民生活用电量(万千瓦时),境内公路总里程(公里),高速公路里程(公里),工业废水排放量(万吨),工业废水排放达标量(万吨),工业二氧化硫去除量(吨),工业二氧化硫排放量(吨),工业烟尘去除量(吨),工业烟尘排放量(吨),工业二氧化硫产生量(吨),工业烟粉尘去除量(吨),工业烟粉尘排放量(吨),工业氮氧化物排放量(吨),工业颗粒物排放量(吨),工业化学需氧量排放量(吨),工业氨氮排放量(吨),生活污水处理率(%),生活垃圾无害化处理率(%),工业固体废物综合利用率(%),一般工业固体废物综合利用率(%),污水处理厂集中处理率(%),细颗粒物(PM2.5)年平均浓度(微克/立方米),空气质量优良天数比例(%),保险业承保额(万元),城镇职工基本养老保险参保人数(人),职工基本医疗保险参保人数(人),失业保险参保人数(人),提供住宿的社会工作机构数(个),养老机构数(个),提供住宿的社会工作机构床位数(张),养老机构床位数(张),Unnamed: 213
2020,肇庆市,441200,广东省,440000,,,,455.41,,276,58464,2311.6492,18.916,39.027901,42.056099,56318,,,,,,,,,,190459.97,10911994,58792.13342,43127.09,,,,,12.86892,575.32196,0.774918016,0.66785204,441200,36.65142455,17.74111854,441200,3.376714738,1.333802321,441200,2020,广东省,肇庆市,440000,441200,东部,东南侧,23110000,4370101,9019833,9720066,18.91,39.03,42.06,56318,,,,,,,,,412.0,210.0,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3121377,90002,,,,,1273975.0,,2.96,,,,,,,,,,,,1281,1074,138,69,,,,,,,,,1765265,,,,11893485,,,,,,,,10621631,,7637812,329,,,,1132793.0,2998697.0,1245066,,4305842,101601,785314,24828519,28549986,,6,192,236,17,5769,16830,20679,2784,145479,24,41,,,,,56781,,,,,,,6326.0,385.0,,,,,3430,,16.0,,,58,14209,8874,,,1241,,,,,,,6803,,,,,,,,,,,,,,14433.0,690.0,,,,3798,,,,,9499,18634.0,9499.0,,,,100,,,95,23.0,,,803263,786789,466926,,,,,
2020,中山市,442000,广东省,440000,,,,190.88,,2484,405449,3151.5913,2.2708001,49.3965,48.332699,71478,,,,,,,,,,110436.5,5852239,91627.00993,73394.547,,,,,50.190445,2549.4724,9.978649275,10.639902,442000,40.88392857,20.84375,442000,9.955357143,5,442000,2020,广东省,中山市,440000,442000,东部,东南侧,31520000,718656,15570880,15230464,2.28,49.4,48.32,71478,,,,,,,,,443.0,385.0,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,6883760,95309,,,,,155800.0,,1.5,,,,,,,,,,,,3868,3044,507,317,,,,,,,,,3097252,,,,36767026,,,,,,,,14072229,,17775816,1077,,,,3939130.0,18149994.0,2875437,,3756304,239308,831736,55473499,65386766,,5,105,212,7,1277,12284,17207,1632,56183,17,34,,,,,24604,,,,,,,39698.0,1032.0,,,,,5480,,9.0,,,68,15899,9859,,,503,,,,,,,9444,,,,,,,,,,,,,,2935.0,184.0,,,,17804,,,,,1978,8111.0,1978.0,,,,100,,,97,20.0,,,1943068,1724395,1679117,,,,,
2020,珠海市,440400,广东省,440000,,,,139.22,,1411,1780516,3481.9395,1.7237,43.391399,54.884899,145645,,,,,,,,,,53739.777,-15839470,76279.38373,39498.344,,,,,35.261959,-6429.748,7.739598008,7.9559474,440400,44.62464183,20.18911175,440400,8.395415473,3.82234957,440400,2020,广东省,珠海市,440000,440400,东部,东南侧,34820000,598904,15108398,19109216,1.72,43.39,54.88,145645,,,,,,,,,245.0,222.0,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,8617830,107284,,,,,166600.0,,3,,,,,,,,,,,,1492,1015,290,187,,,,,,,,,5330879,,,,52468236,,,,,,,,9212612,,43608244,1220,,,,11243818.0,16085194.0,3791327,,6776159,515050,1104658,77263468,93832313,,11,80,137,8,6811,9610,8205,952,143778,11,19,,,,,19320,,,,,,,24434.0,4362.0,,,,,2850,,5.0,,,42,10068,8007,,,1168,,,,,,,4062,,,,,,,,,,,,,,1473.0,189.0,,,,2434,,,,,2913,5425.0,2913.0,,,,100,,,97,19.0,,,1468847,1450743,1180909,,,,,
2020,安顺市,520400,贵州省,520000,,,,309.98041,,,,966.73999,,,,39160,,,,,,,,,,114801.59,3231996.3,25694.06398,19795.697,,,,,11.393324,269.1413,0.534889691,0.47964776,520400,29.3694192,13.31884631,520400,1.995258791,0.706440142,520400,2020,贵州省,安顺市,520000,520400,西部,东南侧,9670000,1759940,2930010,4980050,18.2,30.3,51.5,39161,,,,,,,,,247.0,115.0,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1350941,82795,,,,,621700.0,,3.1,,,,,,,,,,,,354,345,7,2,,,,,,,,,357500,,,,4258000,,,,,,,,4930389,,2040044,223,,,,11295.0,39286.0,670299,,2959673,55746,572057,12759158,10982230,,3,154,436,9,1163,11594,13994,820,23244,17,27,,,,,20927,,,,,,,1707.0,107.0,,,,,730,,3.0,,,76,11421,5037,,,8374,,,,,,,6919,,,,,,,,,,,,,,13912.0,460.0,,,,12320,,,,,4170,7843.0,4170.0,,,,95,,,96,23.0,,,313600,241742,135268,,,,,
2020,毕节市,520500,贵州省,520000,,,,950.28558,,,,2020.39,,,,29295,,,,,,,,,,258357.03,4839115.5,41247.72893,25528.779,,,,,9.042717,137.59192,0.293199673,0.21123865,520500,25.23769465,9.161446214,520500,0.955790227,0.349203508,520500,2020,贵州省,毕节市,520000,520500,西部,东南侧,20200000,4870220,5330780,9999000,24.11,26.39,49.5,29295,,,,,,,,,690.0,291.0,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2804945,88442,,,,,,,4.4,,,,,,,,,,,,387,384,2,1,,,,,,,,,202800,,,,5059100,,,,,,,,8999614,,4443134,488,,,,58464.0,57425.0,1319620,,7475400,182000,1700500,21838717,19601527,,6,475,1673,16,2161,39258,43379,1810,43193,61,87,,,,,35741,,,,,,,1761.0,33.0,,,,,1440,,3.0,,,296,35129,16212,,,1634,,,,,,,,,,,,,,,,,,,,,32723.0,980.0,,,,34574,,,,,8079,29446.0,8079.0,,,,93,,,94,20.0,,,588200,376700,294400,,,,,
2020,贵阳市,520100,贵州省,520000,,,,437.30231,,,,4311.6499,,,,72246,,14.9,82,1380.5,1286.5,,,,,176831.56,7395669,88289.29394,74571.766,,,,,17.561836,703.05255,2.098145447,2.0725405,520100,33.62349398,12.95094664,520100,4.358864028,1.322719449,520100,2020,贵州省,贵阳市,520000,520100,西部,东南侧,43120000,1780856,15531824,25811632,4.13,36.02,59.86,72246,,,,,,,,,599.0,480.0,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,10377678,101829,,,,,,,5,,,,,,,,,,,,764,728,14,22,,,,,,,,,1793711,,,,19986373,,,,,,,,21882604,,29812376,659,,,,717495.0,3432211.0,3981279,,6781587,257290,1322183,157991538,124851706,,35,335,538,57,21351,19964,23146,4782,440212,25,45,,,,,105038,,,,,,,15379.0,1286.0,,,,,3240,,9.0,,,193,36674,20687,,,89374,,,,,,,71044,,,,,,,,,,,,,,10178.0,611.0,,,,13340,,,,,5169,12015.0,5169.0,,,,100,,,,41.0,,,2542439,1592217,907237,,,,,
2020,六盘水市,520200,贵州省,520000,,,,358.27191,,,,1339.62,,,,44224,,,,,,,,,,113483.27,4475522,26698.23527,18945.887,,,,,10.077948,347.53259,0.518274563,0.42790514,520200,27.67199612,11.87257752,520200,1.390503876,0.575096899,520200,2020,贵州省,六盘水市,520000,520200,西部,东南侧,13400000,1709840,6000520,5689640,12.76,44.78,42.46,44224,,,,,,,,,303.0,148.0,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1825408,89001,,,,,618000.0,,4.5,,,,,,,,,,,,320,315,2,3,,,,,,,,,536500,,,,6738200,,,,,,,,4380439,,3996127,266,,,,99713.0,1237.0,1089505,,3239885,62896,759995,16159286,13853699,,3,209,598,14,1094,16419,16148,622,22937,21,34,,,,,13774,,,,,,,1900.0,42.0,,,,,830,,3.0,,,123,15522,6631,,,,,,,,,,,,,,,,,,,,,,,,14741.0,440.0,,,,23217,,,,,22786,23245.0,22786.0,,,,96,,,96,20.0,,,394526,341920,205262,,,,,
2020,铜仁市,520600,贵州省,520000,,,,448.02921,,,,1327.79,,,,40269,,,,,,,,,,158546.2,3533480.3,27076.37071,18851.738,,,,,9.3106546,148.52422,0.284513004,0.2302842,520600,25.74470588,10.28070588,520600,1.072941176,0.402117647,520600,2020,贵州省,铜仁市,520000,520600,西部,东南侧,13280000,2889728,3330624,7059648,21.76,25.08,53.16,40269,,,,,,,,,330.0,152.0,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2260038,65278,,,,,1580700.0,,4.4,,,,,,,,,,,,409,404,5,,,,,,,,,,293021,,,,1947381,,,,,,,,6335804,,3705971,324,,,,1839.0,60256.0,646653,,4586878,71457,987618,17402212,14419742,,5,258,1239,17,2401,23413,22540,1453,61075,30,34,,,,,33283,,,,,,,2194.0,82.0,,,,,2000,,11.0,,,115,19697,7863,,,8400,,,,,,,7635,,,,,,,,,,,,,,33946.0,741.0,,,,,,,,,,,,,,,,,,92,,,,1948875,222537,133809,,,,,
2020,遵义市,520300,贵州省,520000,,,,826.2583,,,,3720.05,,,,56334,,,,,,,,,,297973.91,6011611.5,66218.21804,45059.379,,,,,10.394278,147.68381,0.406682615,0.32166496,520300,28.32540416,11.85496536,520300,2.448036952,0.813856813,520300,2020,贵州省,遵义市,520000,520300,西部,东南侧,37200000,4899240,16148520,16148520,13.17,43.41,43.41,56334,,,,,,,,,661.0,375.0,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,4459300,102116,,,,,2283200.0,,4.6,,,,,,,,,,,,738,732,2,4,,,,,,,,,7559629,,,,27322546,,,,,,,,10373300,,20165525,621,,,,132582.0,316945.0,2586600,,7563700,108800,1528200,44312900,52513900,,7,420,1130,25,4313,37204,31664,2531,109349,44,61,,,,,64076,,,,,,,6140.0,600.0,,,,,2370,,16.0,,,209,41139,18081,,,9400,,,,,,,22500,,,,,,,,,,,,,,39725.0,1279.0,,,,26287,,,,,72425,19311.0,72425.0,,,,83,,,94,20.0,,,1176514,808251,488758,,,,,
2020,儋州市,460400,海南省,460000,,,,,,,,,,,,,,,,,,,,,,53808.199,-10461306,23738.08012,12392.324,,,,,13.381156,-2366.2905,1.342419636,0.92076504,460400,39.93367347,23.09863946,460400,2.414965986,1.134353741,460400,2020,海南省,儋州市,460000,460400,东部,东南侧,3590000,1388612,317715,1883673,38.68,8.85,52.47,41003,,,,,,,,,88.0,46.0,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,362329,86970,,,,,121380.0,,0.1,,,,,,,,,,,,25,21,1,3,,,,,,,,,21493,,,,294368,,,,,,,,964174,,579929,21,,,,2126119.0,1321328.0,220325,,892631,782,162436,2700858,3550030,,,54,160,1,,4914,6208,159,,6,10,,,,,2956,,,,,,,243.0,23.0,,,,,230,,1.0,,,22,3777,2099,,,368,,,,,,,228,,,,,,,,,,,,,,3920.0,121.0,,,,260,,,,,796,629.0,796.0,,,,100,,,100,15.0,,,161845,133174,89762,,,,,
2020,海口市,460100,海南省,460000,,,,195.045,,3681,172346,1791.5815,4.5,15.1,80.5,63309,,25.299999,80,1218.9,1742.2,,,,,66623.75,-7034414,49222.6503,33376.031,,,,,22.256271,-2274.2839,3.978594017,3.6065865,460100,39.45292208,18.2150974,460100,2.5,1.031655844,460100,2020,海南省,海口市,460000,460100,东部,东南侧,17920000,799232,2696960,14423808,4.46,15.05,80.49,63309,,,,,,,,,289.0,236.0,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,4558424,90277,,,,,164900.0,,5.3,,,,,,,,,,,,173,145,14,14,,,,,,,,,454501,,,,5343238,,,,,,,,8358864,,32403014,553,,,,2597108.0,1102804.0,1860519,,3070836,25448,428570,57701190,50193914,,12,115,157,43,8262,14106,9663,2359,156530,14,23,,,,,72416,,,,,,,5741.0,517.0,,,,,1267,,5.0,,,83,17465,10713,,,1429,,,,,,,2939,,,,,,,,,,,,,,6381.0,107.0,,,,475,,,,,66,130.0,66.0,,,,100,,,100,14.0,,,945494,781797,583315,,,,,
2020,三亚市,460200,海南省,460000,,,,66.934601,,3356,30971,695.41199,11.4,16.299999,72.300003,68656,,,,,,,,,,50025.836,-20075980,28522.95355,18947.756,,,,,19.776829,-6603.123,2.344959277,2.400768,460200,43.45705521,20.44785276,460200,6.012269939,2.475460123,460200,2020,海南省,三亚市,460000,460200,东部,东南侧,6950000,790910,1132155,5026935,11.38,16.29,72.33,68656,,,,,,,,,104.0,73.0,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1328413,93152,,,,,158392.0,,3.1,,,,,,,,,,,,33,29,2,2,,,,,,,,,32447,,,,558551,,,,,,,,3810480,,7267256,120,,,,1682071.0,37898.0,1104102,,1996786,150320,237056,12642292,16310317,,6,51,116,3,2966,3371,4030,341,60798,5,8,,,,,9179,,,,,,,911.0,44.0,,,,,1160,,1.0,,,34,4701,3098,,,530,,,,,,,216,,,,,,,,,,,,,,2001.0,94.0,,,,124,,,,,1602,340.0,1602.0,,,,100,,,100,11.0,,,364160,317325,273757,,,,,
2020,保定市,130600,河北省,130000,,,,1154.4036,,,113576,3954.3,12.42,33.43,54.150002,34269,,,,,,,,,,437854.5,25849016,171506.8234,108871.03,,,,,15.786954,777.508,1.28966116,0.95775813,130600,42.3838296,12.75635731,130600,2.509237122,0.745272767,130600,2020,河北省,保定市,130000,130600,东部,东南侧,39540000,4910868,13218222,21410910,12.42,33.43,54.15,34269,,,,,,,,,1155.0,643.0,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,5194756,75635,,,,,262800.0,,5.27,,,,,,,,,,,,1645,1584,14,47,,,,,,,,,1965393,,,,27291399,,,,,,,,15532949,,10637536,636,,,,402883.0,2657530.0,3488718,,12374040,50426,1915839,58923665,106420691,,16,495,2137,76,11270,52108,59215,7724,201653,74,102,,,,,102582,,,,,,,13123.0,895.0,,,,,2890,,23.0,,,434,54419,37020,,,2298,,,,,,,12580,,,,,,,,,,,,,,23152.0,1308.0,,,,7727,,,,,5626,11836.0,5626.0,,,,100,,,97,50.0,,,1683150,1404132,844965,,,,,
2020,沧州市,130900,河北省,130000,,,,730.07831,,,80191,3699.8999,8.5100002,38.759998,52.73,50713,,,,,,,,,,342113.06,10677536,144511.0606,84471.992,,,,,16.317371,502.89725,1.701499567,1.2279377,130900,41.00800457,12.23513436,130900,1.886792453,0.562893082,130900,2020,河北省,沧州市,130000,130900,东部,东南侧,37000000,3148700,14341200,19510100,8.51,38.76,52.73,50713,,,,,,,,,730.0,373.0,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,3577233,80905,,,,,82400.0,,4.1,,,,,,,,,,,,2100,2019,20,61,,,,,,,,,806751,,,,19138686,,,,,,,,10520177,,9845622,449,,,,1465783.0,1717354.0,2753895,,7350504,59138,1557936,37143121,63178099,,8,332,1341,40,4147,30788,42375,3686,89737,46,80,,,,,88650,,,,,,,9096.0,209.0,,,,,2910,,13.0,,,186,34102,22647,,,1629,,,,,,,25010,,,,,,,,,,,,,,19215.0,673.0,,,,6568,,,,,6141,12249.0,6141.0,,,,100,,,100,47.0,,,1307185,812459,491552,,,,,
2020,承德市,130800,河北省,130000,,,,335.4444,,,21519,1550.3,21.68,32.130001,46.189999,46119,,,,,,,,,,316328.56,13615532,55015.82995,27719.832,,,,,8.858675,222.74855,0.225009025,0.13190576,130800,39.23825584,13.41724886,130800,1.556251506,0.499397735,130800,2020,河北省,承德市,130000,130800,东部,东南侧,15500000,3360400,4980150,7159450,21.68,32.13,46.19,46119,,,,,,,,,335.0,190.0,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1864667,73929,,,,,159700.0,,4,,,,,,,,,,,,399,385,6,8,,,,,,,,,1124750,,,,10789067,,,,,,,,4741437,,3468116,165,,,,43834.0,119533.0,1161366,,4491623,27377,813262,26968216,32128305,,6,135,452,24,3176,14964,19422,2429,56226,21,27,,,,,39365,,,,,,,2151.0,149.0,,,,,1090,,14.0,,,93,18273,11669,,,320,,,,,,,4391,,,,,,,,,,,,,,24042.0,759.0,,,,14279,,,,,23332,22854.0,23332.0,,,,100,,,98,27.0,,,831163,482053,337032,,,,,
2020,邯郸市,130400,河北省,130000,,,,941.39899,,,134462,3636.6001,10.37,43.189999,46.439999,38623,,,,,,,,,,264657.59,19458062,98565.47152,67537.602,,,,,16.091146,1114.151,1.410869552,1.127489,130400,41.01227773,12.07733559,130400,2.104149026,0.572960768,130400,2020,河北省,邯郸市,130000,130400,东部,东南侧,36370000,3771569,15708203,16890228,10.37,43.19,46.44,38623,,,,,,,,,941.0,549.0,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,3676150,71148,,,,,122900.0,,4.3,,,,,,,,,,,,1435,1404,16,15,,,,,,,,,2597354,,,,30354506,,,,,,,,12008616,,6935782,416,,,,536265.0,1580686.0,2878178,,7892357,69913,1479572,49092961,73378819,,7,438,1814,69,4471,48615,65004,6677,79305,69,115,,,,,98581,,,,,,,6758.0,316.0,,,,,2220,,13.0,,,272,40674,26826,,,1947,,,,,,,22928,,,,,,,,,,,,,,19500.0,535.0,,,,18147,,,,,21339,46477.0,21339.0,,,,100,,,98,57.0,,,1629195,970010,697497,,,,,
2020,衡水市,131100,河北省,130000,,,,421.2933,,,28305,1560.2,15.06,31.41,53.529999,36938,,,,,,,,,,157859.2,11800050,44826.01647,25491.17,,,,,12.13793,907.17725,0.861537254,0.57182205,131100,39.06279303,11.70244474,131100,1.461821835,0.346115204,131100,2020,河北省,衡水市,130000,131100,东部,东南侧,15600000,2349360,4899960,8350680,15.06,31.41,53.53,36938,,,,,,,,,421.0,230.0,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1618013,68819,,,,,59200.0,,4,,,,,,,,,,,,978,948,9,21,,,,,,,,,736687,,,,9950793,,,,,,,,5786089,,4202467,294,,,,155487.0,2198494.0,1272578,,4198530,66969,715851,23236413,39632631,,2,188,584,36,1159,28880,23467,2779,22786,39,37,,,,,34791,,,,,,,4694.0,135.0,,,,,1180,,5.0,,,148,16487,13165,,,242,,,,,,,6288,,,,,,,,,,,,,,13965.0,335.0,,,,1661,,,,,1282,1647.0,1282.0,,,,100,,,100,52.0,,,697899,420268,275911,,,,,
2020,廊坊市,131000,河北省,130000,,,,546.40869,,,87399,3301.1001,6.6900001,30.959999,62.34,60989,,,,,,,,,,260525.38,16210736,138269.6125,105269.57,,,,,27.03686,1682.3746,3.587202654,3.1762373,131000,44.77922742,12.71578409,131000,3.561013047,1.038628805,131000,2020,河北省,廊坊市,130000,131000,东部,东南侧,33010000,2208369,10219896,20578434,6.69,30.96,62.34,60989,,,,,,,,,549.0,356.0,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,3536582,92653,,,,,51300.0,,3.5,,,,,,,,,,,,1222,1101,28,93,,,,,,,,,1107684,,,,17352607,,,,,,,,13301230,,9994829,420,,,,2219768.0,1704428.0,3601169,,6518910,92783,1243996,73167684,70533947,,13,206,757,32,8494,20805,30442,2212,150541,27,54,,,,,29918,,,,,,,9908.0,648.0,,,,,3380,,6.0,,,182,21716,16968,,,954,,,,,,,3873,,,,,,,,,,,,,,11496.0,431.0,,,,4497,,,,,6855,6021.0,6855.0,,,,100,,,98,42.0,,,1132946,754345,481161,,,,,
2020,秦皇岛市,130300,河北省,130000,,,,313.6879,,,132328,1685.8,13.82,32.68,53.5,53822,,,,,,,,,,143919.81,6747291.5,61850.3626,38534.57,,,,,14.312918,564.58765,1.29381093,0.95664173,130300,41.00578481,11.80910143,130300,1.858850752,0.524103355,130300,2020,河北省,秦皇岛市,130000,130300,东部,东南侧,16860000,2330052,5509848,9020100,13.82,32.68,53.5,53821,,,,,,,,,314.0,201.0,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2231259,85609,,,,,93900.0,,4.15,,,,,,,,,,,,429,376,13,40,,,,,,,,,1735293,,,,12846584,,,,,,,,5644041,,12542736,315,,,,1523535.0,2067017.0,1584886,,3402821,22078,611296,24554894,40574297,,7,160,420,33,5372,13406,15787,2299,96893,15,21,,,,,27976,,,,,,,4386.0,1156.0,,,,,1790,,6.0,,,66,15049,9764,,,249,,,,,,,6707,,,,,,,,,,,,,,8694.0,282.0,,,,5604,,,,,8202,16995.0,8202.0,,,,100,,,97,34.0,,,1029637,724133,449982,,,,,
2020,石家庄市,130100,河北省,130000,,,,1123.5085,,,184793,5935.1001,8.4099998,29.4,62.189999,52961,,14.7,58,658.09998,2338.7,,,,,319757.28,23044648,157862.0257,110491.49,,,,,17.800892,1106.9836,1.895740911,1.5537914,130100,42.85449283,14.30140771,130100,2.87462176,0.940665702,130100,2020,河北省,石家庄市,130000,130100,东部,东南侧,59350000,4991335,17448900,36909765,8.41,29.4,62.19,52961,,,,,,,,,1124.0,789.0,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,8234817,84870,,,,,176100.0,,3.85,,,,,,,,,,,,2183,2115,35,33,,,,,,,,,4339634,,,,38865843,,,,,,,,23826607,,50327460,1087,,,,5555431.0,7856040.0,6321928,,11422265,152812,2185270,130752743,164882790,,44,431,1468,140,31212,42549,51692,10053,583472,57,97,,,,,240964,,,,,,,20498.0,1702.0,,,,,4180,,13.0,,,328,55670,43597,,,1150,,,,,,,51258,,,,,,,,,,,,,,20639.0,854.0,,,,10170,,,,,24707,32276.0,24707.0,,,,100,,,99,58.0,,,2804498,1836419,1308980,,,,,
