year,city,regionid,province,provincecode,envirct04,envirct06,envirct09,eect01,eect02,eect04,fict03,gdpct01,gdpct02,gdpct03,gdpct04,gdp_percapita,eicct01,averagetemperature,averagerelativehumidity,precipitation,sunshinehours,ccnl2s,e2s,egdp2s,hdmsp2s,hviirs2s,panda2s,viirs2s,vl2s,e2m,egdp2m,ccnl2m,hdmsp2m,hviirs2m,panda2m,viirs2m,vl2m,citycode_x,ratio,ratioW,citycode_y,intensity,intensityW,RegionCode,年份,省份,城市,省份代码,城市代码,所属地域,胡焕庸线,地区生产总值(万元),第一产业增加值(万元),第二产业增加值(万元),第三产业增加值(万元),第一产业增加值占GDP比重(%),第二产业增加值占GDP比重(%),第三产业增加值占GDP比重(%),人均地区生产总值(元),户籍人口(万人),城镇户籍人口(万人),非农业人口数(万人),年平均人口(万人),年末总户数(万户),出生人口(人),死亡人口(人),自然增长率(‰),常住人口(万人),城镇常住人口(万人),常住人口城镇化率(%),城镇非私营单位从业人员数(万人),城镇私营和个体从业人员数(人),年末城镇登记失业人员数(人),第一产业从业人员数(万人),第二产业从业人员数(万人),第三产业从业人员数(万人),第一产业从业人员比重(%),第二产业从业人员比重(%),第三产业从业人员比重(%),农林牧渔业从业人员数(万人),采掘业从业人员数(万人),制造业从业人员数(万人),电力煤气及水生产供应业从业人员数(万人),建筑业从业人员数(万人),交通仓储邮电业从业人员数(万人),信息传输、计算机服务和软件业从业人员数(万人),批发零售贸易业从业人员数(万人),住宿餐饮业从业人员数(万人),金融业从业人员数(万人),房地产业从业人员数(万人),租赁和商业服务业从业人员数(万人),科研、技术服务和地质勘查业从业人员数(万人),水利、环境和公共设施管理业从业人员数(万人),居民服务和其他服务业从业人员数(万人),教育业从业人员数(万人),卫生、社会保险和社会福利业从业人员数(万人),文化、体育和娱乐业从业人员数(万人),公共管理和社会组织从业人员数(万人),地质勘察水利管理业从业人数(万人),交通仓储邮电通信业从业人员数(万人),批发零售贸易餐饮业从业人员数(万人),社会服务业从业人员数(万人),卫生体育社会福利业从业人员数(万人),教育文艺广播影视业从业人员数(万人),科研综合技术服务业从业人员数(万人),机关和社会团体从业人员数(万人),城镇非私营单位在岗职工平均人数(万人),城镇非私营单位在岗职工工资总额(万元),城镇非私营单位在岗职工平均工资(元),行政区域土地面积(平方公里),年末耕地总资源(千公顷),人均占有耕地面积(亩),人口密度(人／平方公里),水资源总量(万立方米),用水总量(亿立方米),地区生产总值增长率(%),规模以上服务业营业收入(万元),规模以上服务业营业收入增速(%),粮食产量(万吨),油料产量(万吨),棉花产量(万吨),蔬菜产量(吨),水果产量(吨),肉类产量(吨),奶类产量(吨),水产品产量(吨),禽蛋产量(吨),规模以上工业企业数(个),内资企业数(个),港、澳、台商投资企业数(个),外商投资企业数(个),规模以上工业总产值(当年价)(万元),内资企业工业总产值(万元),港、澳、台商投资企业工业总产值(万元),外商投资企业工业总产值(万元),从业人员年平均人数(万人),规模以上工业企业产品销售收入(万元),规模以上工业企业利税总额(万元),本年应交增值税(万元),规模以上工业企业利润总额(万元),流动资产年平均余额(万元),固定资产净值年平均余额(万元),规模以上工业企业资产总计(万元),规模以上工业企业流动资产合计(万元),规模以上工业企业固定资产合计(万元),规模以上工业企业主营业务税金及附加(万元),规模以上工业营业收入(万元),规模以上工业营业收入增速(%),固定资产投资总额(万元),房地产开发投资完成额(万元),住宅开发投资完成额(万元),社会消费品零售总额(万元),限额以上单位商品零售额(万元),限额以上批发零售业商品销售总额(万元),限额以上批发零售业法人企业数(个),当年新签项目(合同)个数(个),当年合同外资金额(万美元),当年实际使用外资金额(万美元),货物进口额(万元),货物出口额(万元),地方财政一般预算内收入(万元),工商税收(万元),地方财政一般预算内支出(万元),科学支出(万元),教育支出(万元),年末金融机构各项贷款余额(万元),年末金融机构存款余额(万元),城乡居民储蓄年末余额(万元),普通高等学校学校数(所),普通中学学校数(所),小学学校数(所),中等职业教育学校数(所),普通高等学校专任教师数(人),普通中学专任教师数(人),小学专任教师数(人),中等职业教育学校专任教师数(人),普通高等学校在校学生数(人),普通中学在校学生数(万人),小学在校学生数(万人),高中阶段在校学生数(人),初中阶段学生数(万人),普通高中学生数(万人),学前教育学生数(人),中等职业教育学校在校学生数(人),成人高等学校在校学生数(人),每万人在校大学生数(人),每万人在校中等职业学生数(人),R&D人员(人),R&D内部经费支出(万元),专利申请数(件),专利授权数(件),发明专利授权数(件),高新技术企业数(国家级)(个),技术合同成交额(万元),公共图书馆(个),剧场、影剧院数(个),公共图书馆图书总藏量(千册、件),每百人公共图书馆藏书(册、件),博物馆数(个),体育场馆数(个),卫生机构数(个),医院、卫生院数(个),医院、卫生院床位数(张),执业(助理)医师数(人),客运总量(万人),铁路旅客运量(万人),公路客运量(万人),水运客运量(万人),民用航空客运量(人),城市公共交通客运总量(万人次),客运量(公路+水路)(万人次),货运总量(万吨),铁路货物运量(万吨),公路货运量(万吨),水运货运量(万吨),民用航空货邮运量(吨),货运量(公路+水路)(万吨),年末邮政局(所)数(处),邮政业务收入(万元),电信业务收入(万元),本地电话年末用户数(万户),移动电话年末用户数(万户),国际互联网用户数(户),全年用电量(万千瓦时),工业用电(万千瓦时),城乡居民生活用电量(万千瓦时),城镇居民生活用电量(万千瓦时),境内公路总里程(公里),高速公路里程(公里),工业废水排放量(万吨),工业废水排放达标量(万吨),工业二氧化硫去除量(吨),工业二氧化硫排放量(吨),工业烟尘去除量(吨),工业烟尘排放量(吨),工业二氧化硫产生量(吨),工业烟粉尘去除量(吨),工业烟粉尘排放量(吨),工业氮氧化物排放量(吨),工业颗粒物排放量(吨),工业化学需氧量排放量(吨),工业氨氮排放量(吨),生活污水处理率(%),生活垃圾无害化处理率(%),工业固体废物综合利用率(%),一般工业固体废物综合利用率(%),污水处理厂集中处理率(%),细颗粒物(PM2.5)年平均浓度(微克/立方米),空气质量优良天数比例(%),保险业承保额(万元),城镇职工基本养老保险参保人数(人),职工基本医疗保险参保人数(人),失业保险参保人数(人),提供住宿的社会工作机构数(个),养老机构数(个),提供住宿的社会工作机构床位数(张),养老机构床位数(张),Unnamed: 213
2016,马鞍山市,340500,安徽省,340000,7558,,81449,229.35001,,,209531,1493.76,5.5999999,55.400002,39,65833,20646170,,,,,,8876682112,30585.904,,84461.234,6758962.5,41624.31327,31422.211,2186774.113,7.5348496,,,15.541075,1219.8972,1.877998546,1.6474563,340500,40.37572254,21.18992568,340500,2.320396367,1.106523534,340500,2016,安徽省,马鞍山市,340000,340500,中部,东南侧,14937617,838000,8275440,5824177,5.61,55.4,38.99,65833,229,,,229,,,,5.4,,,,22,417809,20599,0.08,11.91,10.28,0,53,46,0,2,6,0,3,1,0,1,0,1,0,0,0,0,0,2,1,0,2,,,,,,,,,21,1359718,65060,4049,,,,396000.0,,9,,,105.47,8.4,0.93,717400,,82400,,114389,23000,1214,1154,26,34,28107553,25447457,616805,2043291,,,,715514,1158296,,,,10039522,9887887,147290,,,20646170,2189306,1690754,4706254,,4061389,250,29,,209531,,,1403191,,2136960,103014,311122,13414553,18420477,9655664,4,105,242,10,2941,8538,7532,1216,53714,10,12,,,,,33288,,,,,,,,,,,,,1232,,,,,97,8075,4402,,,2729,,,,,,,6180,7085,,,69,18348,167635,32,175,510000,,,,,,,7558,,,18947,,,160789,4544770,81449,,,,,,100,,91,95,,,,619604,496317,256154,,,,,
2016,宿州市,341300,安徽省,340000,3572,,6914,654.04999,,,73033,1351.8199,19.200001,38,42.799999,24270,12699776,,,,,,8132350604,28780.332,,120156.45,8424675,31344.89577,22043.953,817297.5098,2.89241,,,9.3262081,605.04974,0.562732982,0.45987931,341300,36.54357271,16.66036289,341300,1.203680041,0.500638896,341300,2016,安徽省,宿州市,340000,341300,中部,东南侧,13518116,2602237,5128773,5788457,19.25,37.94,42.82,24270,654,,,652,,,,9.9,,,,31,402299,9099,2.1,25.9,49.5,3,33,64,0,1,5,1,9,1,0,1,0,2,1,0,0,0,0,6,2,0,4,,,,,,,,,28,1373373,49356,9939,,,,278500.0,,9.1,,,402.8,23.72,2.107,3197200,,503300,,45760,272800,1315,1287,14,14,18486524,17694418,631205,160901,,,,228137,767385,,,,3181461,4390040,94959,,,12699776,2357812,1676016,4769222,,4772513,428,11,,73033,,,956248,,3113458,62472,617301,9793467,17471864,11439615,3,242,790,25,1246,17121,22052,2000,23764,26,45,,,,,52732,,,,,,,,,,,,,944,,,,,185,20168,8701,,,4683,,,,,,,22115,1025,,,140,50707,244590,35,416,700000,,,,,,,3572,,,25618,,,77102,2148366,6914,,,,,,88,,88,87,,,,288365,312416,201000,,,,,
2016,铜陵市,340700,安徽省,340000,3935,,17339,170.85001,,,24303,957.25,5.0999999,59.5,35.400002,59960,11968783,,,,,,3700493864,12801.627,,39556.586,3207306,14947.71135,10675.327,1238378.623,4.2797966,,,12.629958,791.86987,0.922617606,0.76565737,340700,35.83576159,12.69801325,340700,1.059602649,0.352317881,340700,2016,安徽省,铜陵市,340000,340700,中部,东南侧,9573000,490138,5695935,3386927,5.12,59.5,35.38,59960,171,,,171,,,,5.5,,,,17,210009,9935,0.34,9.48,7.26,2,55,43,0,0,6,0,3,1,0,0,0,1,0,0,0,0,0,2,1,0,2,,,,,,,,,16,962521,61501,2991,,,,343400.0,,9.06,,,64.11,5.89,1.357,263000,,63600,,112500,42600,541,520,13,8,24169614,19095654,4490327,583633,,,,297286,429486,,,,8831806,6186397,71562,,,11968783,1173869,666185,3056798,,1837396,214,10,,24303,,,807211,,1510941,83119,234571,9446878,12193153,6716819,3,85,217,9,1441,6604,5327,511,36239,7,7,,,,,13826,,,,,,,,,,,,,1090,,,,,62,7874,3314,,,2141,594,,,,,,3090,2665,,,65,19524,89951,18,108,310000,,,,,,,3935,,,12343,,,2005457,5803452,17339,,,,,,100,,92,93,,,,290231,329442,183911,,,,,
2016,芜湖市,340200,安徽省,340000,3302,,37115,387.57999,,,251145,2699.4399,4.6999998,55.799999,39.5,73715,30068978,,,,,,11732149964,40774,,119714.38,8889503,55614.44324,42502.758,1946259.247,6.7640433,,,15.484296,1085.9502,1.698368338,1.5082809,340200,37.90515464,19.1556701,340200,1.948453608,0.905154639,340200,2016,安徽省,芜湖市,340000,340200,中部,东南侧,26994385,1268736,15116856,10608793,4.7,56,39.3,73715,388,,,386,,,,7.2,,,,46,632416,16937,0.03,25.25,20.4,0,55,45,0,0,18,0,6,3,0,2,1,2,1,1,1,0,0,4,2,0,3,,,,,,,,,42,2577931,61385,6026,,,,709800.0,,9.7,,,137.26,12.01,3.441,1599800,,166500,,173155,87800,2089,1948,56,85,63192695,53101035,2351593,7740067,,,,1362897,3086914,,,,26799281,15108290,824968,,,30068978,4080965,2735842,8281706,,10627911,806,36,,251145,,,2987167,,4094405,517841,585118,28439658,28930433,12356833,10,210,309,25,6801,12927,11938,1951,165114,15,18,,,,,52253,,,,,,,,,,,,,2139,,,,,140,18486,7940,,,3808,1,,,,,,6762,18137,,,120,134700,451360,45,310,860000,,,,,,,3302,,,31872,,,110654,4266419,37115,,,,,,100,,92,94,,,,806262,718759,411505,,,,,
2016,宣城市,341800,安徽省,340000,1811,,13276,280.39999,,,85975,1057.8199,12.1,47.400002,40.5,40740,14142678,,,,,,6309373988,21739.727,,95120.805,5682473.5,23622.07102,16378.197,510991.4694,1.759117,,,9.2670412,340.27426,0.353624254,0.28491172,341800,34.35878489,16.05706076,341800,1.288998358,0.546387521,341800,2016,安徽省,宣城市,340000,341800,中部,东南侧,10578243,1275736,5021492,4281015,12.06,47.47,40.47,40740,280,,,280,,,,5,,,,16,509555,12418,0.21,6.11,9.97,1,38,61,0,0,5,0,1,0,0,1,0,1,0,0,0,0,0,2,1,0,3,,,,,,,,,14,908973,63622,12313,,,,1843200.0,,8.7,,,131.58,10.31,0.51,769500,,239500,,117709,52500,1462,1414,15,33,19201157,18237768,111835,851554,,,,512416,1334981,,,,6972162,4492795,105296,,,14142678,1791561,1395985,4758406,,3275250,311,13,,85976,,,1393235,,2547727,90305,381003,10413552,14482113,8155725,1,152,174,13,340,9051,9196,1622,6802,10,13,,,,,31950,,,,,,,,,,,,,899,,,,,123,11192,5151,,,3484,7,,,,,,8202,9687,,,141,63796,173651,30,203,510000,,,,,,,1811,,,8641,,,59119,890811,13276,,,,,,100,,77,94,,,,457047,323825,140246,,,,,
2016,福州市,350100,福建省,350000,3696,,67548,687.06,386.63,,181372,6197.6401,7.9000001,41.799999,50.299999,82251,51843600,21,77,2263.3999,1287.2,,21294648613,74626.313,,237105.22,-16041925,127763.37,92302.102,1912020.852,6.6712861,,,16.890936,-1008.8741,2.008483889,1.6861374,350100,39.22492791,19.1361743,350100,4.642742711,2.036847164,350100,2016,福建省,福州市,350000,350100,东部,东南侧,61976395,4920926,25906133,31149336,7.94,41.8,50.26,82251,687,,,683,,,,10.7,,,,157,1465818,33644,0.25,91.43,65.15,0,58,42,0,0,38,2,52,5,3,8,2,3,4,6,4,2,0,12,6,1,9,,,,,,,,,139,9378510,67630,12675,,,,1734700.0,,8.5,,,,,,,,,,,,2220,1645,314,261,84196464,53696433,18116543,12383488,,,,1626892,4771066,,,,29948760,23113851,390396,,,51843601,16794355,11235935,37631418,,53486552,2039,483,,181372,,,5989113,,8299274,112461,1530806,121246927,120765033,40875352,32,319,900,52,19822,24243,26421,4573,317477,31,54,,,,,92392,,,,,,,,,,,,,4937,,,,,230,31637,18841,,,10152,188,11610000,,,,,15694,9797,121657,,238,403617,1060425,181,868,2450000,,,,,,,3696,,,39196,,,133443,1695547,67548,,,,,,99,,98,93,,,,1898409,1549487,1195108,,,,,
2016,龙岩市,350800,福建省,350000,4432,,20047,313.29001,130.28,,29540,1895.67,11.8,51,37.200001,72354,21880400,,,,,,7862187966,27500.338,,132014.61,8123087.5,27782.89651,17915.965,411483.3396,1.4386076,,,8.4004412,330.62335,0.282695304,0.21183561,350800,33.05117967,15.30852995,350800,2.108892922,0.748820327,350800,2016,福建省,龙岩市,350000,350800,东部,东南侧,18956670,2234991,9669797,7051881,11.79,51.01,37.2,72354,314,,,312,,,,17.4,,,,31,428028,17143,0.36,12.24,18.76,1,39,60,0,0,5,1,6,1,0,2,0,2,1,1,0,0,0,4,2,0,4,,,,,,,,,28,1677618,59329,19063,,,,3450700.0,,8.1,,,,,,,,,,,,1205,1095,74,36,20782113,18237300,1322356,1222457,,,,631907,718769,,,,9477534,5520756,898086,,,21880416,1801018,1113778,7290015,,10699089,1702,32,,27768,,,1314144,,2742714,55758,550790,14341940,17537603,8093020,2,168,391,18,745,12744,12128,1284,18044,12,19,,,,,23846,,,,,,,,,,,,,1887,,,,,158,15628,5859,,,2023,51,120000,,,,,8281,,493,,141,57153,621873,57,260,750000,,,,,,,4432,,,9539,,,59367,5323645,20047,,,,,,100,,89,89,,,,363929,422216,382894,,,,,
2016,南平市,350700,福建省,350000,3297,,7593,321.26001,110.5,,16249,1457.74,20.1,43.200001,36.700001,55009,16944000,,,,,,6815552626,23800.783,,138217.55,5905795,24296.03967,15601.993,258498.8625,0.90226638,,,8.0771952,171.13966,0.176007807,0.13134007,350700,32.33542714,15.23492462,350700,1.441582915,0.52669598,350700,2016,福建省,南平市,350000,350700,东部,东南侧,14577378,3223058,6142907,5211413,22.11,42.14,35.75,55009,321,,,321,,,,8.3,,,,25,462604,18508,0.76,8.44,15.5,3,34,63,1,0,5,1,3,1,1,1,0,1,0,1,0,0,0,3,2,0,3,,,,,,,,,22,1318607,59537,26280,,,,4637300.0,,6.8,,,,,,,,,,,,1124,1070,26,28,18682777,17035093,777593,870091,,,,430892,1021596,,,,4719573,4135638,100578,,,16943968,1577926,1149427,5566788,,3187392,393,19,,16249,,,829718,,2498214,18099,463089,11687612,15686706,8481103,4,164,307,22,1288,11536,13318,1189,25238,14,20,,,,,25475,,,,,,,,,,,,,2129,,,,,164,15045,5002,,,2024,,320000,,,,,3316,95,1582,,191,41338,211223,46,250,680000,,,,,,,3297,,,8547,,,11092,398741,7593,,,,,,96,,87,88,,,,366304,422543,364913,,,,,
2016,宁德市,350900,福建省,350000,1303,,7459,351.64001,124.19,,23120,1623.11,16.5,50.400002,33.099998,56358,12251500,,,,,,5415661424,19029.439,,132510.08,-20016598,35626.39428,20916.076,426100.8364,1.491775,,,9.4858103,-1130.5598,0.503012881,0.3431727,350900,33.47830018,15.2212176,350900,2.414104882,0.978601567,350900,2016,福建省,宁德市,350000,350900,东部,东南侧,16231142,2859927,8066878,5304337,17.62,49.7,32.68,56358,352,,,350,,,,10.5,,,,32,639347,12348,0.17,14.91,16.43,1,47,52,0,,10,1,4,1,0,1,0,2,0,0,0,0,0,4,2,0,4,,,,,,,,,27,1676561,61309,13247,,,,2150600.0,,7.45,,,,,,,,,,,,1195,1163,20,12,31571310,29863882,1362371,345057,,,,523568,1913944,,,,10771950,10389415,110792,,,12251483,1790411,1288765,5123472,,3074426,484,10,,23120,,,1009731,,2669204,18212,505394,14899528,13474510,6680148,2,174,279,12,619,12592,14062,1255,10452,13,23,,,,,18321,,,,,,,,,,,,,1147,,,,,150,12179,5240,,,6712,388,,,,,,3469,982,,,136,68505,260576,49,285,760000,,,,,,,1303,,,15431,,,51125,407226,7459,,,,,,96,,82,85,,,,317792,346935,219767,,,,,
2016,莆田市,350300,福建省,350000,2504,,3538,349.88,142.64,,40020,1823.4301,6.9000001,56.099998,37,63314,19380800,,,,,,9155901810,32482.857,,96398.203,-2321715.3,52139.09965,38190.273,2474856.593,8.7017431,,,19.834892,-442.37589,2.483280782,2.1135747,350300,37.29653882,18.23479888,350300,3.292797007,1.589335828,350300,2016,福建省,莆田市,350000,350300,东部,东南侧,18234281,1267283,10223961,6743037,6.95,56.07,36.98,63313,350,,,347,,,,15.6,,,,52,721500,8016,0.07,36.81,15.09,0,71,29,0,0,22,0,14,1,0,2,0,1,1,1,0,0,0,4,1,0,2,,,,,,,,,46,2612961,56548,4131,,,,722000.0,,8.95,,,,,,,,,,,,1261,1074,134,53,28395053,21312390,4055791,3026872,,,,525878,2785153,,,,7303878,5079165,176882,,,19380779,3533053,2320447,6231302,,10467789,1024,28,,40020,,,1157255,,2069116,24704,545006,16505828,16926778,10201395,2,146,554,18,818,14266,14233,1209,21005,17,25,,,,,31185,,,,,,,,,,,,,1086,,,,,93,13968,5244,,,2764,285,,,,,,4797,668,,,66,30079,262898,62,272,2660000,,,,,,,2504,,,6798,,,11256,228752,3538,,,,,,99,,82,88,,,,397029,341897,278370,,,,,
2016,泉州市,350500,福建省,350000,13349,,55689,732.29999,358.17001,,162780,6646.6299,2.8,58.799999,38.400002,77784,37480100,,,,,,35603912579,128278.27,,264205.78,10905485,155901.6543,114875.2,3279148.349,11.773952,,,20.202005,742.44708,2.653372426,2.271955,350500,38.56853435,18.26084204,350500,3.972776195,1.638493194,350500,2016,福建省,泉州市,350000,350500,东部,东南侧,66466294,1987342,38869489,25616110,2.99,58.48,38.54,77784,730,,,726,,,,14,,,,150,1373038,21903,0.39,114.77,34.43,0,77,23,0,0,76,2,37,2,1,4,1,2,2,1,0,0,0,10,3,0,6,,,,,,,,,143,8169233,57141,11015,,,,1783260.0,,8,,,,,,,,,,,,4514,3036,1104,374,123366889,68718623,39159497,15488769,,,,3079712,9289657,,,,42316884,22455172,1768255,,,37480062,7061435,4565464,27246536,,36816296,2402,124,,162780,,,4240759,,5976651,132399,1286821,57884158,66398150,32236582,18,326,1342,40,6781,30948,32744,2994,125999,39,72,,,,,92099,,,,,,,,,,,,,7338,,,,,258,35171,14935,,,6580,12,3790000,,,,,14548,10040,49683,,220,531077,1028722,193,913,2430000,,,,,,,13349,,,44525,,,258748,1857912,55689,,,,,,99,,95,89,,,,1438572,1200985,656770,,,,,
2016,三明市,350400,福建省,350000,6566,,47471,286.85001,102.58,,17090,1860.8199,14.8,50.099998,35.099998,73261,21417200,,,,,,7635574273,26167.965,,131263.06,6195037.5,23356.23219,14842.309,331239.8855,1.1347038,,,8.0347757,207.23418,0.195323387,0.14423664,350400,31.15880976,15.6522902,350400,1.280508191,0.557004346,350400,2016,福建省,三明市,350000,350400,东部,东南侧,18608197,2755874,9322707,6529616,14.81,50.1,35.09,73261,287,,,285,,,,13.3,,,,24,478922,10080,0.39,8.65,14.97,2,36,62,0,1,4,1,3,1,0,1,0,2,0,0,0,0,0,4,2,0,4,,,,,,,,,21,1341611,64324,23095,,,,3905400.0,,7.8,,,,,,,,,,,,1796,1720,58,18,36059908,34327281,1376571,356056,,,,429412,898112,,,,6423296,6351966,153994,,,21417227,1043666,695595,4806339,,6467270,640,26,,17090,,,946978,,2538020,44261,514457,12644809,14900918,7434856,3,158,234,14,1188,11275,11968,1309,24648,12,18,,,,,30701,,,,,,,,,,,,,5092,,,,,165,12692,5033,,,2343,34,70000,,,,,9288,,81,,175,58483,231139,51,253,670000,,,,,,,6566,,,20907,,,52913,3947384,47471,,,,,,99,,94,86,,,,416062,402855,320459,,,,,
2016,厦门市,350200,福建省,350000,18259,,1183,219.50999,175.71001,,222401,3784.27,0.60000002,41.599998,57.799999,97282,21598100,,,,,,13119314998,47544.949,,88648.313,-2304201.8,94476.03496,58883.098,9466988.111,33.914413,,,39.118416,-1016.4857,10.41379994,7.5423541,350200,41.66108787,18.16108787,350200,5.230125523,1.807531381,350200,2016,福建省,厦门市,350000,350200,东部,东南侧,37842662,230840,15447375,22164447,0.61,40.82,58.57,97282,221,,,216,,,,16.1,,,,139,2130052,27100,0.16,87.96,51.03,0,63,37,0,0,46,1,41,7,3,7,4,4,5,3,2,1,2,6,3,1,4,,,,,,,,,132,9068265,69218,1699,,,,251290.0,,7.9,,,,,,,,,,,,1719,1001,394,324,51979798,17895080,15159571,18925147,,,,789640,2878578,,,,34518959,12658317,726309,,,21598097,7657970,4280550,12834595,,93661767,1864,1278,,222401,,,6479366,,7586381,212673,1090629,77449945,91884883,21720007,16,93,300,21,9284,10785,15405,2097,142948,15,30,,,,,44162,,,,,,,,,,,,,5874,,,,,60,13971,11119,,,4139,791,22740000,,,,,19008,8100,328400,,91,461700,2099000,130,571,1690000,,,,,,,18259,,,4033,,,19926,300587,1183,,,,,,98,,84,94,,,,2211000,2231600,1924600,,,,,
2016,漳州市,350600,福建省,350000,15387,,8303,508.19,185.74001,,116366,3125.3501,13.3,46.799999,40,62196,28279300,,,,,,16119233767,57135.23,,202844.81,-27858180,79415.21134,52069.285,1330078.234,4.6970716,,,13.315639,-1600.6917,1.140753518,0.86913866,350600,38.32007952,17.69847581,350600,3.611663353,1.417826375,350600,2016,福建省,漳州市,350000,350600,东部,东南侧,31253456,4156710,14610991,12485756,13.3,46.75,39.95,62196,508,,,505,,,,12.4,,,,56,442599,12800,1.82,32.7,21.48,3,58,38,2,0,22,1,9,1,0,2,1,2,2,1,1,1,0,5,2,0,4,,,,,,,,,46,2836888,62093,12554,,,,3842600.0,,9.3,,,,,,,,,,,,2228,1727,353,148,50406623,33172275,14237980,2996368,,,,1917401,4615686,,,,17380175,9612651,198882,,,28279268,4628479,3348593,8755936,,9729032,866,115,,116366,,,1876410,,3691462,45000,661874,21407105,25198864,12606875,7,206,845,18,3822,20139,20671,1266,71449,24,35,,,,,28824,,,,,,,,,,,,,4542,,,,,179,20387,9946,,,2401,268,,,,,,7362,1983,,,142,105540,420993,91,465,1180000,,,,,,,15387,,,18839,,,76885,476342,8303,,,,,,99,,95,89,,,,574820,605360,393417,,,,,
2016,白银市,620400,甘肃省,620000,398,,5823,182.28191,,,130,442.2085,14.01,40.279999,45.709999,25813,5283819,,,,,,5449565492,18701.121,,85992.563,4883247.5,12826.40131,7705.5786,270709.5856,0.92870975,,,7.4355741,167.4994,0.109987565,0.076782979,620400,36.31379557,12.71837026,620400,1.436740529,0.395997141,620400,2016,甘肃省,白银市,620000,620400,西部,西北侧,4422085,619976,1781216,2021335,14.02,40.28,45.71,25813,182,,,182,,,,10.1,,,,16,57613,5766,0.19,7.13,8.71,1,44,54,0,2,3,1,2,0,0,0,0,1,0,0,0,0,0,3,1,0,3,,,,,,,,,16,880639,53848,21158,,,,108800.0,,7.4,,,,,,,,,,,,159,153,3,3,5953800,5839497,17827,96476,,,,125273,-7337,,,,4982337,4607303,29967,,,5283819,274813,248266,1936374,,924103,113,,,,,,287191,,1607503,8729,291248,5823952,6832353,4250620,1,144,662,16,214,11669,10128,1318,3678,11,11,,,,,12871,,,,,,,,,,,,,779,,,,,107,7628,3055,,,2007,,,,,,,8147,,,,96,9011,190248,22,160,230000,,,,,,,398,,,37245,,,576542,1958691,5823,,,,,,98,,77,78,,,,86816,231897,125061,,,,,
2016,定西市,621100,甘肃省,620000,201,,3374,303.11511,,,37,331.07681,23.780001,22.790001,53.43,11892,6211980,,,,,,4794227757,16698.807,,102957.45,3814903.3,13452.81112,7182.1001,243886.7286,0.8491379,,,7.1891379,136.5428,0.120372545,0.074677244,621100,33.77261351,16.0675724,621100,0.861637469,0.310690025,621100,2016,甘肃省,定西市,620000,621100,西部,西北侧,3310768,787632,754524,1768943,23.79,22.79,53.43,11892,303,,,302,,,,7.6,,,,16,368780,6728,0.13,4.35,11.09,1,28,71,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,4,1,0,4,,,,,,,,,15,804191,54735,19609,,,,628550.0,,7,,,,,,,,,,,,152,151,,1,1806108,1796947,,9161,,,,10518,20664,,,,1009229,1760180,4466,,,6211980,340358,211303,1176647,,907328,71,,,,,,250964,,2005013,8381,458960,6661996,7649515,4912233,,271,770,20,,17388,12747,1678,,17,18,,,,,12894,,,,,,,,,,,,,783,,,,,175,13484,4438,,,2856,,,,,,,4813,,,,151,12958,135807,11,239,320000,,,,,,,201,,,7330,,,12801,55206,3374,,,,,,69,,90,89,,,,102889,158177,88137,,,,,
2016,嘉峪关市,620200,甘肃省,620000,33007,,44542,20.526199,,,,153.4088,2.8900001,39.32,57.790001,62641,1604314,,,,,,2656167010,9175.2842,,24699.074,1630740,12850.13425,8590.6104,2166170.703,7.4826741,,,15.531596,879.2334,1.731592485,1.345143,620200,43.20547945,22.20547945,620200,3.01369863,1.520547945,620200,2016,甘肃省,嘉峪关市,620000,620200,西部,西北侧,1534089,44335,603204,886550,2.89,39.32,57.79,62641,21,,,24,,,,10.1,,,,8,57020,2845,0.83,4.12,2.81,11,53,36,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,6,292898,66925,2935,,,,47832.0,,7.3,,,,,,,,,,,,43,43,,,4759319,4759319,,,,,,199819,362257,,,,5120398,7859843,48296,,,1604314,379120,208546,600024,,1518696,75,,,,,,170946,,242761,771,38380,4887728,3326605,1546335,1,11,19,3,188,1059,934,259,2919,1,2,,,,,2261,,,,,,,,,,,,,206,,,,,14,1785,864,,,7993,,400000,,,,,8710,,1704,,15,4095,35248,11,44,80000,,,,,,,3307,,,30004,,,139448,2374116,44542,,,,,,100,,58,92,,,,74115,89218,57654,,,,,
